Unique_ID,Strain,CopyNumber
U299,MSUS-CI-82-TSW62,108
U299,NDMI,211
U299,NKOUA,166
U299,OUSOU,157
U299,ROUPO-VAVOUA--80-MURAZ-14,142
U299,AGAL-CI-78-TCH312-bis,170
U299,ATCC-30019,109
U299,Kazakstan,125
U299,KIN-1,185
U299,LOKO,112
U299,LOKO-BIIT,214
U299,LOKO-BIIT-P2,181
U299,MALC-BF-80-AB14,332
U299,MALC-BF-80-AB25,120
U299,MBO-NG-74-R10-bis,459
U299,MBOT-CI-78-TC348,338
U299,MKOD-BF-80-KD3,201
U299,MKOK-BF-80-KK1,386
U299,MKOK-BF-80-KK25,499
U299,MKOK-BF-80-KK7,119
U299,MKOK-BF-90-KK17,156
U299,MOERBEKE-103,268
U299,MSUS-CI-78-TSW129-cloneC,121
U299,MSUS-CI-78-TSW176,126
U299,MSUS-CI-78-TSW178,182
U299,MSUS-CI-78-TSW185-cloneC,117
U299,MSUS-CI-78-TSW187-bis,273
U299,MSUS-CI-78-TSW390,107
U299,MSUS-CI-82-TSW31-KP1,109
U299,MSUS-CI-82-TSW53,155
U299,MSUS-NG-62-B8-18-cloneB,101
U299,MTRG-BF-80-TS2,180
U300,280104,130
U300,ABBA,163
U300,AGAL-CI-78-TCH312,127
U300,ALJO,115
U300,American-Strain,105
U300,Bosendja,152
U300,GPAP-CI-82-KP10-29,101
U300,LIGO,278
U300,MBO-NG-74-R10,419
U300,MSUS-CI-78-TSW-157,187
U300,MSUS-CI-82-TSW62,112
U300,Nabe,108
U300,NDMI,183
U300,NKOUA,145
U300,OUSOU,150
U300,ROUPO-VAVOUA--80-MURAZ-14,132
U300,AGAL-CI-78-TCH312-bis,170
U300,Kazakstan,128
U300,KIN-1,198
U300,LOKO,114
U300,LOKO-BIIT,212
U300,LOKO-BIIT-P2,162
U300,MALC-BF-80-AB14,298
U300,MALC-BF-80-AB25,116
U300,MBO-NG-74-R10-bis,426
U300,MBOT-CI-78-TC348,361
U300,MKOD-BF-80-KD3,176
U300,MKOK-BF-80-KK1,411
U300,MKOK-BF-80-KK25,506
U300,MKOK-BF-90-KK17,160
U300,MOERBEKE-103,229
U300,MSUS-CI-78-TSW178,133
U300,MSUS-CI-78-TSW187-bis,242
U300,MSUS-CI-82-TSW171,108
U300,MSUS-CI-82-TSW53,130
U300,MSUS-CI-82-TSW62-bis,102
U300,MTRG-BF-80-TS2,167
U301,280104,117
U301,ABBA,162
U301,AGAL-CI-78-TCH312,130
U301,Bosendja,126
U301,GPAP-CI-82-KP10-29,108
U301,LIGO,246
U301,MBO-NG-74-R10,379
U301,MSUS-CI-78-TSW-157,177
U301,MSUS-CI-82-TSW62,114
U301,NDMI,159
U301,NKOUA,124
U301,OUSOU,105
U301,ROUPO-VAVOUA--80-MURAZ-14,105
U301,AGAL-CI-78-TCH312-bis,166
U301,Kazakstan,115
U301,KIN-1,158
U301,LOKO,104
U301,LOKO-BIIT,188
U301,LOKO-BIIT-P2,143
U301,MALC-BF-80-AB14,269
U301,MALC-BF-80-AB25,111
U301,MBO-NG-74-R10-bis,399
U301,MBOT-CI-78-TC348,278
U301,MKOD-BF-80-KD3,142
U301,MKOK-BF-80-KK1,356
U301,MKOK-BF-80-KK25,448
U301,MKOK-BF-90-KK17,127
U301,MOERBEKE-103,219
U301,MSUS-CI-78-TSW129-cloneC,111
U301,MSUS-CI-78-TSW176,101
U301,MSUS-CI-78-TSW178,116
U301,MSUS-CI-78-TSW187-bis,221
U301,MSUS-CI-78-TSW390-bis,103
U301,MSUS-CI-82-TSW53,110
U301,MTRG-BF-80-TS2,153
U302,280104,150
U302,ABBA,202
U302,AGAL-CI-78-TCH312,178
U302,ALJO,161
U302,AMBOU,128
U302,American-Strain,141
U302,Bosendja,208
U302,GPAP-CI-82-KP10-29,147
U302,LIGO,342
U302,LiTat-1-5-P9,142
U302,MBO-NG-74-R10,533
U302,MCAP-CI-91-BALEA-2,103
U302,MSUS-CI-78-TSW-157,295
U302,MSUS-CI-82-TSW62,174
U302,Nabe,146
U302,NDMI,279
U302,NKOUA,208
U302,OUSOU,170
U302,ROUPO-VAVOUA--80-MURAZ-14,163
U302,AGAL-CI-78-TCH312-bis,220
U302,AnTar-2,109
U302,GUIWI-BOBO80-MURAZ18,131
U302,Kazakstan,166
U302,KIN-1,216
U302,KOUAM-DALOA,106
U302,LOKO,156
U302,LOKO-BIIT,258
U302,LOKO-BIIT-P2,241
U302,MALC-BF-80-AB14,375
U302,MALC-BF-80-AB25,146
U302,MBO-NG-74-R10-bis,554
U302,MBOT-CI-78-TC348,411
U302,MKOD-BF-80-KD3,228
U302,MKOK-BF-80-KK1,431
U302,MKOK-BF-80-KK25,699
U302,MKOK-BF-80-KK7,142
U302,MKOK-BF-90-KK17,199
U302,MOERBEKE-103,310
U302,MSUS-CI-78-TSW129-cloneC,128
U302,MSUS-CI-78-TSW168,101
U302,MSUS-CI-78-TSW176,109
U302,MSUS-CI-78-TSW178,193
U302,MSUS-CI-78-TSW185-bis,116
U302,MSUS-CI-78-TSW185-cloneA,104
U302,MSUS-CI-78-TSW185-cloneC,132
U302,MSUS-CI-78-TSW187-bis,288
U302,MSUS-CI-78-TSW390,108
U302,MSUS-CI-78-TSW390-bis,125
U302,MSUS-CI-82-TSW171,126
U302,MSUS-CI-82-TSW36,112
U302,MSUS-CI-82-TSW53,167
U302,MSUS-CI-82-TSW62-bis,108
U302,MSUS-NG-62-B8-18-cloneB,140
U302,MTRG-BF-80-TS2,205
U302,Philippines,104
U303,280104,105
U303,MBO-NG-74-R10,168
U303,MALC-BF-80-AB14,163
U303,MBO-NG-74-R10-bis,133
U303,MBOT-CI-78-TC348,127
U303,MKOK-BF-80-KK1,153
U303,MKOK-BF-80-KK25,219
U304,280104,121
U304,ABBA,119
U304,LIGO,165
U304,MBO-NG-74-R10,229
U304,MSUS-CI-78-TSW-157,163
U304,AGAL-CI-78-TCH312-bis,127
U304,AnTar-2,105
U304,AnTat-4-1,409
U304,Kazakstan,111
U304,Kenya-a,203
U304,MALC-BF-80-AB14,210
U304,MBO-NG-74-R10-bis,247
U304,MBOT-CI-78-TC348,203
U304,MKOD-BF-80-KD3,124
U304,MKOK-BF-80-KK1,261
U304,MKOK-BF-80-KK25,352
U304,MKOK-BF-90-KK17,109
U304,MOERBEKE-103,108
U304,MSUS-CI-78-TSW187-bis,224
U304,MTRG-BF-80-TS2,119
U305,280104,105
U305,ABBA,102
U305,LIGO,151
U305,MBO-NG-74-R10,171
U305,MSUS-CI-78-TSW-157,107
U305,MALC-BF-80-AB14,157
U305,MBO-NG-74-R10-bis,194
U305,MBOT-CI-78-TC348,189
U305,MKOK-BF-80-KK1,234
U305,MKOK-BF-80-KK25,288
U305,MSUS-CI-78-TSW187-bis,155
U306,280104,137
U306,ABBA,121
U306,LIGO,163
U306,MBO-NG-74-R10,234
U306,MSUS-CI-78-TSW-157,136
U306,AGAL-CI-78-TCH312-bis,111
U306,ATCC30019,102
U306,Kazakstan,128
U306,MALC-BF-80-AB14,236
U306,MBO-NG-74-R10-bis,239
U306,MBOT-CI-78-TC348,272
U306,MKOD-BF-80-KD3,131
U306,MKOK-BF-80-KK1,279
U306,MKOK-BF-80-KK25,319
U306,MKOK-BF-90-KK17,115
U306,MSUS-CI-78-TSW178,129
U306,MSUS-CI-78-TSW185-cloneC,110
U306,MSUS-CI-78-TSW187-bis,266
U306,MTRG-BF-80-TS2,127
U307,280104,120
U307,ABBA,120
U307,LIGO,153
U307,MBO-NG-74-R10,176
U307,MSUS-CI-78-TSW-157,139
U307,MALC-BF-80-AB14,188
U307,MBO-NG-74-R10-bis,206
U307,MBOT-CI-78-TC348,197
U307,MKOD-BF-80-KD3,104
U307,MKOK-BF-80-KK1,245
U307,MKOK-BF-80-KK25,295
U307,MSUS-CI-78-TSW178,107
U307,MSUS-CI-78-TSW187-bis,193
U308,280104,109
U308,ABBA,158
U308,LIGO,195
U308,LiTat-1-5-P9,106
U308,MBO-NG-74-R10,204
U308,MSUS-CI-78-TSW-157,165
U308,ROUPO-VAVOUA--80-MURAZ-14,101
U308,AGAL-CI-78-TCH312-bis,171
U308,AnTar-2,168
U308,AnTat-4-1,173
U308,Canadian-Strain,152
U308,LOKO-BIIT,106
U308,MALC-BF-80-AB14,187
U308,MBO-NG-74-R10-bis,357
U308,MBOT-CI-78-TC348,170
U308,MCAM-ET-2013-MU-02,138
U308,MCAM-ET-2013-MU-04,105
U308,MCAM-ET-2013-MU-05,105
U308,MKOD-BF-80-KD3,152
U308,MKOK-BF-80-KK1,297
U308,MKOK-BF-80-KK25,477
U308,MKOK-BF-80-KK7,127
U308,MKOK-BF-90-KK17,122
U308,MOERBEKE-103,130
U308,MSUS-CI-78-TSW178,106
U308,MSUS-CI-78-TSW187-bis,227
U308,MSUS-CI-78-TSW390-bis,132
U308,MSUS-CI-82-TSW171,118
U308,MSUS-CI-82-TSW53,102
U308,MTRG-BF-80-TS2,162
U308,STIB818,122
U308,Zagora-I-17,106
U309,280104,134
U309,ABBA,142
U309,LIGO,166
U309,MBO-NG-74-R10,307
U309,MSUS-CI-78-TSW-157,121
U309,OUSOU,122
U309,AGAL-CI-78-TCH312-bis,155
U309,GUIWI-BOBO80-MURAZ18,105
U309,Kazakstan,140
U309,MALC-BF-80-AB14,210
U309,MBO-NG-74-R10-bis,278
U309,MBOT-CI-78-TC348,235
U309,MKOD-BF-80-KD3,118
U309,MKOK-BF-80-KK1,343
U309,MKOK-BF-80-KK25,434
U309,MKOK-BF-90-KK17,119
U309,MSUS-CI-78-TSW178,108
U309,MSUS-CI-78-TSW187-bis,184
U309,MTRG-BF-80-TS2,111
U310,280104,107
U310,ABBA,110
U310,AGAL-CI-78-TCH312,107
U310,LIGO,175
U310,MBO-NG-74-R10,276
U310,MSUS-CI-78-TSW-157,139
U310,OUSOU,121
U310,ROUPO-VAVOUA--80-MURAZ-14,109
U310,AGAL-CI-78-TCH312-bis,126
U310,GUIWI-BOBO80-MURAZ18,108
U310,Kazakstan,112
U310,MALC-BF-80-AB14,243
U310,MBO-NG-74-R10-bis,246
U310,MBOT-CI-78-TC348,231
U310,MKOD-BF-80-KD3,107
U310,MKOK-BF-80-KK1,310
U310,MKOK-BF-80-KK25,391
U310,MKOK-BF-90-KK17,113
U310,MSUS-CI-78-TSW178,124
U310,MSUS-CI-78-TSW187-bis,180
U311,280104,109
U311,LIGO,132
U311,MBO-NG-74-R10,180
U311,MSUS-CI-78-TSW-157,101
U311,MALC-BF-80-AB14,139
U311,MBO-NG-74-R10-bis,182
U311,MBOT-CI-78-TC348,175
U311,MKOK-BF-80-KK1,202
U311,MKOK-BF-80-KK25,253
U311,MSUS-CI-78-TSW187-bis,144
U312,280104,104
U312,ABBA,108
U312,LIGO,162
U312,MBO-NG-74-R10,244
U312,MSUS-CI-78-TSW-157,101
U312,Kazakstan,117
U312,MALC-BF-80-AB14,177
U312,MBO-NG-74-R10-bis,210
U312,MBOT-CI-78-TC348,221
U312,MKOK-BF-80-KK1,234
U312,MKOK-BF-80-KK25,268
U312,MSUS-CI-78-TSW187-bis,162
U313,280104,126
U313,GPAP-CI-82-KP10-29,109
U313,LIGO,103
U313,MBO-NG-74-R10,224
U313,MSUS-CI-78-TSW-157,115
U313,AGAL-CI-78-TCH312-bis,105
U313,Kazakstan,135
U313,MALC-BF-80-AB14,188
U313,MBO-NG-74-R10-bis,229
U313,MBOT-CI-78-TC348,223
U313,MKOD-BF-80-KD3,109
U313,MKOK-BF-80-KK1,237
U313,MKOK-BF-80-KK25,266
U313,MKOK-BF-90-KK17,105
U313,MSUS-CI-78-TSW187-bis,176
U313,MTRG-BF-80-TS2,115
U314,280104,118
U314,LIGO,116
U314,MBO-NG-74-R10,221
U314,MSUS-CI-78-TSW-157,101
U314,Kazakstan,130
U314,MALC-BF-80-AB14,228
U314,MBO-NG-74-R10-bis,217
U314,MBOT-CI-78-TC348,212
U314,MKOK-BF-80-KK1,234
U314,MKOK-BF-80-KK25,242
U314,MKOK-BF-90-KK17,113
U314,MSUS-CI-78-TSW178,105
U314,MSUS-CI-78-TSW187-bis,142
U315,280104,134
U315,LIGO,180
U315,MBO-NG-74-R10,276
U315,MSUS-CI-78-TSW-157,125
U315,MSUS-CI-82-TSW62,103
U315,Kazakstan,134
U315,MALC-BF-80-AB14,219
U315,MBO-NG-74-R10-bis,249
U315,MBOT-CI-78-TC348,217
U315,MKOK-BF-80-KK1,238
U315,MKOK-BF-80-KK25,321
U315,MSUS-CI-78-TSW187-bis,184
U315,MTRG-BF-80-TS2,112
U316,280104,168
U316,ABBA,119
U316,AGAL-CI-78-TCH312,103
U316,GPAP-CI-82-KP10-29,115
U316,LIGO,159
U316,MBO-NG-74-R10,324
U316,MSUS-CI-78-TSW-157,179
U316,MSUS-CI-82-TSW62,152
U316,AGAL-CI-78-TCH312-bis,124
U316,Kazakstan,166
U316,MALC-BF-80-AB14,241
U316,MBO-NG-74-R10-bis,309
U316,MBOT-CI-78-TC348,332
U316,MKOD-BF-80-KD3,103
U316,MKOK-BF-80-KK1,336
U316,MKOK-BF-80-KK25,386
U316,MKOK-BF-90-KK17,182
U316,MSUS-CI-78-TSW129-cloneC,114
U316,MSUS-CI-78-TSW178,122
U316,MSUS-CI-78-TSW187-bis,224
U316,MTRG-BF-80-TS2,169
U317,280104,122
U317,LIGO,140
U317,MBO-NG-74-R10,308
U317,MSUS-CI-78-TSW-157,107
U317,MSUS-CI-82-TSW62,102
U317,Kazakstan,147
U317,MALC-BF-80-AB14,228
U317,MBO-NG-74-R10-bis,212
U317,MBOT-CI-78-TC348,240
U317,MKOK-BF-80-KK1,254
U317,MKOK-BF-80-KK25,317
U317,MKOK-BF-90-KK17,106
U317,MSUS-CI-78-TSW178,108
U317,MSUS-CI-78-TSW187-bis,179
U317,MTRG-BF-80-TS2,120
U318,280104,162
U318,ABBA,116
U318,AGAL-CI-78-TCH312,115
U318,GPAP-CI-82-KP10-29,117
U318,LIGO,181
U318,MBO-NG-74-R10,335
U318,MSUS-CI-78-TSW-157,163
U318,MSUS-CI-82-TSW62,144
U318,AGAL-CI-78-TCH312-bis,140
U318,Kazakstan,212
U318,MALC-BF-80-AB14,287
U318,MALC-BF-80-AB25,107
U318,MBO-NG-74-R10-bis,296
U318,MBOT-CI-78-TC348,327
U318,MKOD-BF-80-KD3,105
U318,MKOK-BF-80-KK1,360
U318,MKOK-BF-80-KK25,428
U318,MKOK-BF-90-KK17,166
U318,MSUS-CI-78-TSW129-cloneC,109
U318,MSUS-CI-78-TSW178,140
U318,MSUS-CI-78-TSW187-bis,238
U318,MTRG-BF-80-TS2,157
U319,280104,135
U319,ABBA,101
U319,American-Strain,103
U319,GPAP-CI-82-KP10-29,129
U319,LIGO,140
U319,MBO-NG-74-R10,309
U319,MSUS-CI-78-TSW-157,144
U319,MSUS-CI-82-TSW62,109
U319,AGAL-CI-78-TCH312-bis,123
U319,ATCC-30019,129
U319,ATCC30019,107
U319,Kazakstan,167
U319,MALC-BF-80-AB14,227
U319,MBO-NG-74-R10-bis,260
U319,MBOT-CI-78-TC348,281
U319,MKOD-BF-80-KD3,109
U319,MKOK-BF-80-KK1,323
U319,MKOK-BF-80-KK25,330
U319,MKOK-BF-90-KK17,150
U319,MSUS-CI-78-TSW178,106
U319,MSUS-CI-78-TSW187-bis,209
U319,MTRG-BF-80-TS2,103
U320,280104,156
U320,ABBA,114
U320,GPAP-CI-82-KP10-29,107
U320,LIGO,137
U320,MBO-NG-74-R10,251
U320,MSUS-CI-78-TSW-157,131
U320,MSUS-CI-82-TSW62,101
U320,OUSOU,102
U320,ROUPO-VAVOUA--80-MURAZ-14,101
U320,AGAL-CI-78-TCH312-bis,117
U320,ATCC-30019,128
U320,Kazakstan,187
U320,MALC-BF-80-AB14,236
U320,MBO-NG-74-R10-bis,264
U320,MBOT-CI-78-TC348,268
U320,MKOK-BF-80-KK1,330
U320,MKOK-BF-80-KK25,345
U320,MKOK-BF-90-KK17,124
U320,MSUS-CI-78-TSW129-cloneC,103
U320,MSUS-CI-78-TSW178,135
U320,MSUS-CI-78-TSW187-bis,198
U320,MTRG-BF-80-TS2,126
U321,280104,139
U321,ABBA,116
U321,LIGO,155
U321,MBO-NG-74-R10,251
U321,MSUS-CI-78-TSW-157,135
U321,MSUS-CI-82-TSW62,102
U321,OUSOU,103
U321,ATCC-30019,102
U321,Kazakstan,155
U321,MALC-BF-80-AB14,190
U321,MBO-NG-74-R10-bis,235
U321,MBOT-CI-78-TC348,260
U321,MKOK-BF-80-KK1,251
U321,MKOK-BF-80-KK25,298
U321,MKOK-BF-90-KK17,135
U321,MSUS-CI-78-TSW185-cloneC,112
U321,MSUS-CI-78-TSW187-bis,187
U322,280104,173
U322,ABBA,131
U322,AGAL-CI-78-TCH312,111
U322,American-Strain,103
U322,GPAP-CI-82-KP10-29,146
U322,LIGO,178
U322,MBO-NG-74-R10,332
U322,MSUS-CI-78-TSW-157,180
U322,MSUS-CI-82-TSW62,128
U322,OUSOU,101
U322,AGAL-CI-78-TCH312-bis,113
U322,AnTar-2,114
U322,ATCC30019,120
U322,GUIWI-BOBO80-MURAZ18,112
U322,Kazakstan,196
U322,MALC-BF-80-AB14,276
U322,MBO-NG-74-R10-bis,310
U322,MBOT-CI-78-TC348,318
U322,MKOK-BF-80-KK1,374
U322,MKOK-BF-80-KK25,433
U322,MKOK-BF-80-KK7,127
U322,MKOK-BF-90-KK17,168
U322,MSUS-CI-78-TSW178,122
U322,MSUS-CI-78-TSW187-bis,264
U322,MTRG-BF-80-TS2,148
U323,280104,168
U323,ABBA,118
U323,GPAP-CI-82-KP10-29,102
U323,LIGO,164
U323,MBO-NG-74-R10,321
U323,MSUS-CI-78-TSW-157,140
U323,MSUS-CI-82-TSW62,122
U323,OUSOU,108
U323,AGAL-CI-78-TCH312-bis,104
U323,ATCC-30019,118
U323,Kazakstan,156
U323,MALC-BF-80-AB14,229
U323,MBO-NG-74-R10-bis,225
U323,MBOT-CI-78-TC348,260
U323,MKOK-BF-80-KK1,302
U323,MKOK-BF-80-KK25,384
U323,MKOK-BF-90-KK17,127
U323,MSUS-CI-78-TSW178,119
U323,MSUS-CI-78-TSW187-bis,216
U323,MSUS-CI-82-TSW53,106
U323,MTRG-BF-80-TS2,121
U324,280104,142
U324,American-Strain,108
U324,GPAP-CI-82-KP10-29,116
U324,LIGO,151
U324,MBO-NG-74-R10,236
U324,MSUS-CI-78-TSW-157,121
U324,MSUS-CI-82-TSW62,118
U324,ATCC-30019,104
U324,Kazakstan,131
U324,MALC-BF-80-AB14,203
U324,MBO-NG-74-R10-bis,241
U324,MBOT-CI-78-TC348,239
U324,MKOK-BF-80-KK1,276
U324,MKOK-BF-80-KK25,322
U324,MKOK-BF-90-KK17,103
U324,MSUS-CI-78-TSW187-bis,170
U324,MTRG-BF-80-TS2,108
U325,280104,111
U325,LIGO,101
U325,MBO-NG-74-R10,241
U325,AGAL-CI-78-TCH312-bis,108
U325,ATCC-30019,101
U325,Kazakstan,106
U325,MALC-BF-80-AB14,195
U325,MBO-NG-74-R10-bis,211
U325,MBOT-CI-78-TC348,187
U325,MKOK-BF-80-KK1,257
U325,MKOK-BF-80-KK25,264
U325,MKOK-BF-90-KK17,104
U325,MSUS-CI-78-TSW178,101
U325,MSUS-CI-78-TSW187-bis,149
U326,280104,130
U326,LIGO,105
U326,MBO-NG-74-R10,233
U326,MSUS-CI-82-TSW62,105
U326,Kazakstan,138
U326,MALC-BF-80-AB14,178
U326,MBO-NG-74-R10-bis,215
U326,MBOT-CI-78-TC348,244
U326,MKOK-BF-80-KK1,248
U326,MKOK-BF-80-KK25,317
U326,MSUS-CI-78-TSW187-bis,146
U327,280104,167
U327,ABBA,106
U327,GPAP-CI-82-KP10-29,104
U327,LIGO,156
U327,MBO-NG-74-R10,291
U327,MSUS-CI-78-TSW-157,137
U327,MSUS-CI-82-TSW62,105
U327,ATCC-30019,106
U327,Kazakstan,165
U327,MALC-BF-80-AB14,227
U327,MBO-NG-74-R10-bis,288
U327,MBOT-CI-78-TC348,286
U327,MKOK-BF-80-KK1,320
U327,MKOK-BF-80-KK25,379
U327,MKOK-BF-90-KK17,136
U327,MSUS-CI-78-TSW178,118
U327,MSUS-CI-78-TSW187-bis,188
U327,MTRG-BF-80-TS2,114
U328,280104,150
U328,American-Strain,104
U328,LIGO,114
U328,MBO-NG-74-R10,286
U328,MSUS-CI-78-TSW-157,128
U328,MSUS-CI-82-TSW62,143
U328,ATCC-30019,114
U328,Kazakstan,169
U328,MALC-BF-80-AB14,226
U328,MBO-NG-74-R10-bis,244
U328,MBOT-CI-78-TC348,247
U328,MKOD-BF-80-KD3,111
U328,MKOK-BF-80-KK1,307
U328,MKOK-BF-80-KK25,381
U328,MKOK-BF-90-KK17,127
U328,MSUS-CI-78-TSW178,114
U328,MSUS-CI-78-TSW185-cloneC,102
U328,MSUS-CI-78-TSW187-bis,209
U328,MTRG-BF-80-TS2,124
U329,280104,123
U329,ABBA,110
U329,American-Strain,102
U329,LIGO,137
U329,MBO-NG-74-R10,281
U329,MSUS-CI-78-TSW-157,112
U329,MSUS-CI-82-TSW62,108
U329,OUSOU,101
U329,Kazakstan,134
U329,MALC-BF-80-AB14,195
U329,MBO-NG-74-R10-bis,231
U329,MBOT-CI-78-TC348,223
U329,MKOK-BF-80-KK1,261
U329,MKOK-BF-80-KK25,310
U329,MKOK-BF-90-KK17,123
U329,MSUS-CI-78-TSW187-bis,176
U329,MTRG-BF-80-TS2,121
U330,280104,178
U330,ABBA,115
U330,GPAP-CI-82-KP10-29,115
U330,LIGO,195
U330,MBO-NG-74-R10,278
U330,MSUS-CI-78-TSW-157,144
U330,MSUS-CI-82-TSW62,115
U330,OUSOU,106
U330,ATCC-30019,114
U330,ATCC30019,103
U330,Kazakstan,148
U330,MALC-BF-80-AB14,204
U330,MBO-NG-74-R10-bis,254
U330,MBOT-CI-78-TC348,230
U330,MKOK-BF-80-KK1,290
U330,MKOK-BF-80-KK25,344
U330,MKOK-BF-90-KK17,119
U330,MSUS-CI-78-TSW187-bis,177
U330,MTRG-BF-80-TS2,127
U331,280104,128
U331,ABBA,115
U331,GPAP-CI-82-KP10-29,109
U331,LIGO,160
U331,MBO-NG-74-R10,279
U331,MSUS-CI-78-TSW-157,116
U331,MSUS-CI-82-TSW62,112
U331,OUSOU,114
U331,Kazakstan,155
U331,MALC-BF-80-AB14,225
U331,MBO-NG-74-R10-bis,251
U331,MBOT-CI-78-TC348,247
U331,MKOK-BF-80-KK1,244
U331,MKOK-BF-80-KK25,310
U331,MKOK-BF-90-KK17,123
U331,MSUS-CI-78-TSW178,104
U331,MSUS-CI-78-TSW187-bis,169
U331,MTRG-BF-80-TS2,112
U332,280104,133
U332,ABBA,113
U332,American-Strain,114
U332,LIGO,148
U332,MBO-NG-74-R10,295
U332,MSUS-CI-78-TSW-157,149
U332,MSUS-CI-82-TSW62,118
U332,ATCC-30019,104
U332,ATCC30019,101
U332,Kazakstan,170
U332,MALC-BF-80-AB14,193
U332,MBO-NG-74-R10-bis,246
U332,MBOT-CI-78-TC348,256
U332,MKOK-BF-80-KK1,277
U332,MKOK-BF-80-KK25,362
U332,MKOK-BF-90-KK17,138
U332,MSUS-CI-78-TSW187-bis,188
U332,MTRG-BF-80-TS2,128
U333,280104,143
U333,ABBA,116
U333,GPAP-CI-82-KP10-29,115
U333,LIGO,167
U333,MBO-NG-74-R10,302
U333,MSUS-CI-78-TSW-157,122
U333,MSUS-CI-82-TSW62,133
U333,OUSOU,102
U333,AGAL-CI-78-TCH312-bis,114
U333,Kazakstan,152
U333,MALC-BF-80-AB14,221
U333,MBO-NG-74-R10-bis,243
U333,MBOT-CI-78-TC348,257
U333,MKOD-BF-80-KD3,113
U333,MKOK-BF-80-KK1,326
U333,MKOK-BF-80-KK25,355
U333,MKOK-BF-90-KK17,133
U333,MSUS-CI-78-TSW178,102
U333,MSUS-CI-78-TSW187-bis,187
U333,MTRG-BF-80-TS2,134
U334,280104,166
U334,ABBA,117
U334,AGAL-CI-78-TCH312,108
U334,American-Strain,121
U334,GPAP-CI-82-KP10-29,123
U334,LIGO,160
U334,MBO-NG-74-R10,295
U334,MSUS-CI-78-TSW-157,130
U334,MSUS-CI-82-TSW62,141
U334,OUSOU,105
U334,AGAL-CI-78-TCH312-bis,109
U334,ATCC-30019,119
U334,ATCC30019,102
U334,Kazakstan,178
U334,MALC-BF-80-AB14,262
U334,MBO-NG-74-R10-bis,262
U334,MBOT-CI-78-TC348,291
U334,MKOD-BF-80-KD3,104
U334,MKOK-BF-80-KK1,355
U334,MKOK-BF-80-KK25,389
U334,MKOK-BF-90-KK17,181
U334,MSUS-CI-78-TSW129-cloneC,108
U334,MSUS-CI-78-TSW178,123
U334,MSUS-CI-78-TSW185-cloneC,109
U334,MSUS-CI-78-TSW187-bis,234
U334,MSUS-CI-82-TSW62-bis,106
U334,MTRG-BF-80-TS2,154
U335,280104,125
U335,ABBA,105
U335,LIGO,138
U335,MBO-NG-74-R10,223
U335,MSUS-CI-78-TSW-157,116
U335,OUSOU,108
U335,ROUPO-VAVOUA--80-MURAZ-14,102
U335,Kazakstan,109
U335,MALC-BF-80-AB14,229
U335,MBO-NG-74-R10-bis,227
U335,MBOT-CI-78-TC348,192
U335,MKOK-BF-80-KK1,296
U335,MKOK-BF-80-KK25,346
U335,MSUS-CI-78-TSW178,134
U335,MSUS-CI-78-TSW187-bis,195
U336,280104,112
U336,ABBA,138
U336,American-Strain,101
U336,LIGO,159
U336,MBO-NG-74-R10,274
U336,MSUS-CI-78-TSW-157,173
U336,AGAL-CI-78-TCH312-bis,166
U336,Kazakstan,104
U336,MALC-BF-80-AB14,264
U336,MBO-NG-74-R10-bis,333
U336,MBOT-CI-78-TC348,257
U336,MKOD-BF-80-KD3,132
U336,MKOK-BF-80-KK1,347
U336,MKOK-BF-80-KK25,432
U336,MKOK-BF-90-KK17,105
U336,MSUS-CI-78-TSW129-cloneC,120
U336,MSUS-CI-78-TSW178,130
U336,MSUS-CI-78-TSW185-cloneC,113
U336,MSUS-CI-78-TSW187-bis,262
U336,MSUS-CI-82-TSW53,103
U336,MTRG-BF-80-TS2,104
U337,280104,102
U337,ABBA,154
U337,LIGO,188
U337,MBO-NG-74-R10,311
U337,MSUS-CI-78-TSW-157,195
U337,AGAL-CI-78-TCH312-bis,148
U337,ATCC-30019,101
U337,Canadian-Strain,102
U337,MALC-BF-80-AB14,275
U337,MBO-NG-74-R10-bis,298
U337,MBOT-CI-78-TC348,253
U337,MKOD-BF-80-KD3,137
U337,MKOK-BF-80-KK1,304
U337,MKOK-BF-80-KK25,424
U337,MKOK-BF-90-KK17,114
U337,MSUS-CI-78-TSW129-cloneC,112
U337,MSUS-CI-78-TSW178,141
U337,MSUS-CI-78-TSW187-bis,226
U337,MSUS-CI-78-TSW390-bis,104
U337,MSUS-CI-82-TSW53,116
U337,MTRG-BF-80-TS2,115
U338,280104,136
U338,LIGO,133
U338,MBO-NG-74-R10,216
U338,MSUS-CI-78-TSW-157,105
U338,Kazakstan,131
U338,MALC-BF-80-AB14,180
U338,MBO-NG-74-R10-bis,226
U338,MBOT-CI-78-TC348,217
U338,MKOD-BF-80-KD3,109
U338,MKOK-BF-80-KK1,287
U338,MKOK-BF-80-KK25,327
U338,MKOK-BF-90-KK17,105
U338,MSUS-CI-78-TSW178,107
U338,MSUS-CI-78-TSW187-bis,236
U339,280104,112
U339,ABBA,106
U339,LIGO,111
U339,MBO-NG-74-R10,181
U339,MSUS-CI-78-TSW-157,114
U339,AGAL-CI-78-TCH312-bis,101
U339,MALC-BF-80-AB14,163
U339,MBO-NG-74-R10-bis,200
U339,MBOT-CI-78-TC348,192
